grape_id,view,ref_id,source_subdir,ref,ref_base,pair_key,path,variety,color,peso,form,size,num,min,max,Cal 7,Cal 7.5,Cal 8,Cal 8.5,Cal 9,Cal 9.5,Cal 10,Cal 10.5,Cal 11,Cal 11.5,Cal 12,Cal 12.5,Cal 13,Cal 13.5,Cal 14,Cal 14.5,Cal 15,Cal 15.5,Cal 16,Cal 16.5,Cal 17,Cal 17.5,Cal 18,Cal 18.5,Cal 19,Cal 19.5,Cal 20,Cal 20.5,Cal 21,Cal 21.5,Cal 22,Cal 22.5,Cal 23,Cal 23.5,Cal 24,Cal 24.5,Cal 25,Cal 25.5,Cal 26,Cal 26.5,Cal 27,Cal 27.5,Cal 28,Cal 28.5,Cal 29,Cal 29.5,Cal 30,Cal 30.5,Cal 31,Cal 31.5,Cal 32
1911,A,1911A,EPG-19-RED GLOBE,9A,9,EPG-19-RED_GLOBE::9,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_17.jpg,RED GLOBE,ROJA,319.0,REDONDA,43.0,43.0,18.0,25.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2.0,0,2.0,0,5.0,0,8.0,0,16.0,0,7.0,0,2.0,0,1.0,0,,0,,0,,0,,0,,0,,0,
1911,B,1911B,EPG-19-RED GLOBE,9B,9,EPG-19-RED_GLOBE::9,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_18.jpg,RED GLOBE,ROJA,319.0,REDONDA,43.0,43.0,18.0,25.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0,2.0,0,5.0,0,8.0,0,16.0,0,7.0,0,2.0,0,1.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1912,A,1912A,EPG-19-RED GLOBE,10A,10,EPG-19-RED_GLOBE::10,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_19.jpg,RED GLOBE,ROJA,145.0,REDONDA,19.0,19.0,19.0,24.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,0.0,0,6.0,0,4.0,0,2.0,0,6.0,0,,0,,0,,0,,0,,0,,0,,0,
1912,B,1912B,EPG-19-RED GLOBE,10B,10,EPG-19-RED_GLOBE::10,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_20.jpg,RED GLOBE,ROJA,145.0,REDONDA,19.0,19.0,19.0,24.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0,6.0,0,4.0,0,2.0,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1913,A,1913A,EPG-19-RED GLOBE,11A,11,EPG-19-RED_GLOBE::11,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_21.jpg,RED GLOBE,ROJA,167.0,REDONDA,29.0,29.0,17.0,22.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,2.0,0,7.0,0,5.0,0,4.0,0,5.0,0,6.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1913,B,1913B,EPG-19-RED GLOBE,11B,11,EPG-19-RED_GLOBE::11,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_22.jpg,RED GLOBE,ROJA,167.0,REDONDA,29.0,29.0,17.0,22.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,2.0,0,7.0,0,5.0,0,4.0,0,5.0,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1914,A,1914A,EPG-19-RED GLOBE,12A,12,EPG-19-RED_GLOBE::12,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_23.jpg,RED GLOBE,ROJA,152.0,REDONDA,33.0,33.0,15.0,21.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,1.0,0,2.0,0,4.0,0,15.0,0,6.0,0,4.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1914,B,1914B,EPG-19-RED GLOBE,12B,12,EPG-19-RED_GLOBE::12,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_24.jpg,RED GLOBE,ROJA,152.0,REDONDA,33.0,33.0,15.0,21.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2.0,0,4.0,0,15.0,0,6.0,0,4.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1915,A,1915A,EPG-19-RED GLOBE,13A,13,EPG-19-RED_GLOBE::13,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_25.jpg,RED GLOBE,ROJA,234.0,REDONDA,31.0,31.0,16.0,26.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,3.0,0,0.0,0,0.0,0,2.0,0,3.0,0,4.0,0,2.0,0,8.0,0,4.0,0,3.0,0,2.0,0,,0,,0,,0,,0,,0,
1915,B,1915B,EPG-19-RED GLOBE,13B,13,EPG-19-RED_GLOBE::13,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_26.jpg,RED GLOBE,ROJA,234.0,REDONDA,31.0,31.0,16.0,26.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0,0.0,0,0.0,0,2.0,0,3.0,0,4.0,0,2.0,0,8.0,0,4.0,0,3.0,0,2.0,0,0.0,0,0.0,0,,0,,0,,0,
1916,A,1916A,EPG-19-RED GLOBE,14A,14,EPG-19-RED_GLOBE::14,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_27.jpg,RED GLOBE,ROJA,199.0,REDONDA,36.0,36.0,16.0,24.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,2.0,0,1.0,0,5.0,0,3.0,0,7.0,0,9.0,0,7.0,0,1.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,
1916,B,1916B,EPG-19-RED GLOBE,14B,14,EPG-19-RED_GLOBE::14,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_28.jpg,RED GLOBE,ROJA,199.0,REDONDA,36.0,36.0,16.0,24.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0,1.0,0,5.0,0,3.0,0,7.0,0,9.0,0,7.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1917,A,1917A,EPG-19-RED GLOBE,15A,15,EPG-19-RED_GLOBE::15,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_29.jpg,RED GLOBE,ROJA,216.0,REDONDA,30.0,30.0,19.0,23.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2.0,0,4.0,0,6.0,0,12.0,0,6.0,0,,0,,0,,0,,0,,0,,0,,0,,0,
1917,B,1917B,EPG-19-RED GLOBE,15B,15,EPG-19-RED_GLOBE::15,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_30.jpg,RED GLOBE,ROJA,216.0,REDONDA,30.0,30.0,19.0,23.0,0.0,0,0.0,0,,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0,4.0,0,6.0,0,12.0,0,6.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1918,A,1918A,EPG-19-RED GLOBE,16A,16,EPG-19-RED_GLOBE::16,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_31.jpg,RED GLOBE,ROJA,241.0,REDONDA,40.0,40.0,17.0,23.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,4.0,0,13.0,0,9.0,0,7.0,0,5.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,
1918,B,1918B,EPG-19-RED GLOBE,16B,16,EPG-19-RED_GLOBE::16,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_32.jpg,RED GLOBE,ROJA,241.0,REDONDA,40.0,40.0,17.0,23.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,0.0,0,1.0,0,4.0,0,13.0,0,9.0,0,7.0,0,5.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1919,A,1919A,EPG-19-RED GLOBE,17A,17,EPG-19-RED_GLOBE::17,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_33.jpg,RED GLOBE,ROJA,134.0,REDONDA,24.0,24.0,16.0,22.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,3.0,0,0.0,0,7.0,0,6.0,0,4.0,0,3.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1919,B,1919B,EPG-19-RED GLOBE,17B,17,EPG-19-RED_GLOBE::17,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_34.jpg,RED GLOBE,ROJA,134.0,REDONDA,24.0,24.0,16.0,22.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,,0,,0,,0,3.0,0,0.0,0,7.0,0,6.0,0,4.0,0,3.0,0,1.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1920,A,1920A,EPG-19-RED GLOBE,18A,18,EPG-19-RED_GLOBE::18,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_35.jpg,RED GLOBE,ROJA,207.0,REDONDA,20.0,20.0,21.0,28.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,1.0,0,2.0,0,6.0,0,4.0,0,3.0,0,1.0,0,2.0,0,,0,,0,,0,
1920,B,1920B,EPG-19-RED GLOBE,18B,18,EPG-19-RED_GLOBE::18,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_36.jpg,RED GLOBE,ROJA,207.0,REDONDA,20.0,20.0,21.0,28.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,2.0,0,6.0,0,4.0,0,3.0,0,1.0,0,2.0,0,,0,,0,,0,
1921,A,1921A,EPG-19-RED GLOBE,19A,19,EPG-19-RED_GLOBE::19,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_37.jpg,RED GLOBE,ROJA,275.0,REDONDA,28.0,28.0,21.0,27.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,3.0,0,5.0,0,5.0,0,10.0,0,3.0,0,1.0,0,,0,,0,,0,,0,
1921,B,1921B,EPG-19-RED GLOBE,19B,19,EPG-19-RED_GLOBE::19,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_38.jpg,RED GLOBE,ROJA,275.0,REDONDA,28.0,28.0,21.0,27.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,3.0,0,5.0,0,5.0,0,10.0,0,3.0,0,1.0,0,0.0,0,,0,,0,,0,
1922,A,1922A,EPG-19-RED GLOBE,20A,20,EPG-19-RED_GLOBE::20,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_39.jpg,RED GLOBE,ROJA,297.0,REDONDA,30.0,30.0,20.0,28.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,3.0,0,1.0,0,4.0,0,9.0,0,8.0,0,1.0,0,2.0,0,1.0,0,,0,,0,,0,
1922,B,1922B,EPG-19-RED GLOBE,20B,20,EPG-19-RED_GLOBE::20,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_40.jpg,RED GLOBE,ROJA,297.0,REDONDA,30.0,30.0,20.0,28.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,3.0,0,1.0,0,4.0,0,9.0,0,8.0,0,1.0,0,2.0,0,1.0,0,,0,,0,,0,
1923,A,1923A,EPG-19-RED GLOBE,21A,21,EPG-19-RED_GLOBE::21,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_41.jpg,RED GLOBE,ROJA,239.0,REDONDA,31.0,31.0,20.0,23.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,3.0,0,9.0,0,8.0,0,11.0,0,,0,,0,,0,,0,,0,,0,,0,,0,
1923,B,1923B,EPG-19-RED GLOBE,21B,21,EPG-19-RED_GLOBE::21,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_42.jpg,RED GLOBE,ROJA,239.0,REDONDA,31.0,31.0,20.0,23.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0,9.0,0,8.0,0,11.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1924,A,1924A,EPG-19-RED GLOBE,22A,22,EPG-19-RED_GLOBE::22,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_43.jpg,RED GLOBE,ROJA,181.0,REDONDA,29.0,29.0,17.0,23.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,3.0,0,8.0,0,9.0,0,4.0,0,3.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,
1924,B,1924B,EPG-19-RED GLOBE,22B,22,EPG-19-RED_GLOBE::22,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_44.jpg,RED GLOBE,ROJA,181.0,REDONDA,29.0,29.0,17.0,23.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,3.0,0,8.0,0,9.0,0,4.0,0,3.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1925,A,1925A,EPG-19-RED GLOBE,23A,23,EPG-19-RED_GLOBE::23,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_45.jpg,RED GLOBE,ROJA,206.0,REDONDA,54.0,54.0,14.0,20.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,5.0,0,7.0,0,6.0,0,15.0,0,12.0,0,8.0,0,1.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1925,B,1925B,EPG-19-RED GLOBE,23B,23,EPG-19-RED_GLOBE::23,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_46.jpg,RED GLOBE,ROJA,206.0,REDONDA,54.0,54.0,14.0,20.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0,7.0,0,6.0,0,15.0,0,12.0,0,8.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1926,A,1926A,EPG-19-RED GLOBE,24A,24,EPG-19-RED_GLOBE::24,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_47.jpg,RED GLOBE,ROJA,270.0,REDONDA,26.0,26.0,19.0,28.0,0.0,0,0.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1.0,0,1.0,0,0.0,0,1.0,0,4.0,0,8.0,0,5.0,0,3.0,0,1.0,0,2.0,0,,0,,0,,0,
1926,B,1926B,EPG-19-RED GLOBE,24B,24,EPG-19-RED_GLOBE::24,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_48.jpg,RED GLOBE,ROJA,270.0,REDONDA,26.0,26.0,19.0,28.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0,1.0,0,4.0,0,8.0,0,5.0,0,3.0,0,1.0,0,2.0,0,,0,,0,,0,
1927,A,1927A,EPG-19-RED GLOBE,25A,25,EPG-19-RED_GLOBE::25,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_49.jpg,RED GLOBE,ROJA,215.0,REDONDA,26.0,26.0,20.0,26.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,,0,3.0,0,2.0,0,3.0,0,10.0,0,4.0,0,2.0,0,2.0,0,,0,,0,,0,,0,,0,
1927,B,1927B,EPG-19-RED GLOBE,25B,25,EPG-19-RED_GLOBE::25,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_50.jpg,RED GLOBE,ROJA,215.0,REDONDA,26.0,26.0,20.0,26.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0,2.0,0,3.0,0,10.0,0,4.0,0,2.0,0,2.0,0,0.0,0,0.0,0,,0,,0,,0,
1928,A,1928A,EPG-19-RED GLOBE,26A,26,EPG-19-RED_GLOBE::26,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_51.jpg,RED GLOBE,ROJA,256.0,REDONDA,28.0,28.0,20.0,25.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,1.0,0,3.0,0,7.0,0,8.0,0,7.0,0,2.0,0,,0,0.0,0,0.0,0,,0,,0,,0,
1928,B,1928B,EPG-19-RED GLOBE,26B,26,EPG-19-RED_GLOBE::26,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_52.jpg,RED GLOBE,ROJA,256.0,REDONDA,28.0,28.0,20.0,25.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,3.0,0,7.0,0,8.0,0,7.0,0,2.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1929,A,1929A,EPG-19-RED GLOBE,27A,27,EPG-19-RED_GLOBE::27,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_53.jpg,RED GLOBE,ROJA,190.0,REDONDA,22.0,22.0,21.0,27.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,,0,2.0,0,4.0,0,5.0,0,6.0,0,1.0,0,2.0,0,1.0,0,1.0,0,,0,,0,,0,
1929,B,1929B,EPG-19-RED GLOBE,27B,27,EPG-19-RED_GLOBE::27,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_54.jpg,RED GLOBE,ROJA,190.0,REDONDA,22.0,22.0,21.0,27.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0,4.0,0,5.0,0,6.0,0,1.0,0,2.0,0,1.0,0,1.0,0,,0,,0,,0,
1930,A,1930A,EPG-19-RED GLOBE,28A,28,EPG-19-RED_GLOBE::28,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_55.jpg,RED GLOBE,ROJA,276.0,REDONDA,30.0,30.0,20.0,28.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,1.0,0,2.0,0,5.0,0,10.0,0,4.0,0,7.0,0,0.0,0,0.0,0,1.0,0,,0,,0,,0,
1930,B,1930B,EPG-19-RED GLOBE,28B,28,EPG-19-RED_GLOBE::28,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_56.jpg,RED GLOBE,ROJA,276.0,REDONDA,30.0,30.0,20.0,28.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2.0,0,5.0,0,10.0,0,4.0,0,7.0,0,0.0,0,0.0,0,1.0,0,,0,,0,,0,
1931,A,1931A,EPG-19-RED GLOBE,29A,29,EPG-19-RED_GLOBE::29,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_57.jpg,RED GLOBE,ROJA,279.0,REDONDA,31.0,31.0,19.0,27.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,1.0,0,2.0,0,2.0,0,7.0,0,9.0,0,5.0,0,0.0,0,3.0,0,2.0,0,,0,,0,,0,,0,
1931,B,1931B,EPG-19-RED GLOBE,29B,29,EPG-19-RED_GLOBE::29,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_58.jpg,RED GLOBE,ROJA,279.0,REDONDA,31.0,31.0,19.0,27.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2.0,0,2.0,0,7.0,0,9.0,0,5.0,0,0.0,0,3.0,0,2.0,0,0.0,0,,0,,0,,0,
1932,A,1932A,EPG-19-RED GLOBE,30A,30,EPG-19-RED_GLOBE::30,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_59.jpg,RED GLOBE,ROJA,367.0,REDONDA,42.0,42.0,18.0,26.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,1.0,0,2.0,0,1.0,0,2.0,0,8.0,0,10.0,0,12.0,0,4.0,0,2.0,0,,0,0.0,0,,0,,0,,0,
1932,B,1932B,EPG-19-RED GLOBE,30B,30,EPG-19-RED_GLOBE::30,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_60.jpg,RED GLOBE,ROJA,367.0,REDONDA,42.0,42.0,18.0,26.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2.0,0,1.0,0,2.0,0,8.0,0,10.0,0,12.0,0,4.0,0,2.0,0,0.0,0,0.0,0,,0,,0,,0,
1933,A,1933A,EPG-19-RED GLOBE,31A,31,EPG-19-RED_GLOBE::31,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_61.jpg,RED GLOBE,ROJA,268.0,REDONDA,33.0,33.0,20.0,24.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,,0,6.0,0,6.0,0,11.0,0,3.0,0,7.0,0,,0,,0,0.0,0,0.0,0,,0,,0,,0,
1933,B,1933B,EPG-19-RED GLOBE,31B,31,EPG-19-RED_GLOBE::31,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_62.jpg,RED GLOBE,ROJA,268.0,REDONDA,33.0,33.0,20.0,24.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,0,6.0,0,11.0,0,3.0,0,7.0,0,0.0,0,,0,0.0,0,0.0,0,,0,,0,,0,
1934,A,1934A,EPG-19-RED GLOBE,32A,32,EPG-19-RED_GLOBE::32,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_63.jpg,RED GLOBE,ROJA,354.0,REDONDA,50.0,50.0,18.0,26.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0,7.0,0,12.0,0,11.0,0,9.0,0,5.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,,0,,0,,0,
1934,B,1934B,EPG-19-RED GLOBE,32B,32,EPG-19-RED_GLOBE::32,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_64.jpg,RED GLOBE,ROJA,354.0,REDONDA,50.0,50.0,18.0,26.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,0,7.0,0,12.0,0,11.0,0,9.0,0,5.0,0,1.0,0,0.0,0,1.0,0,0.0,0,0.0,0,,0,,0,,0,
1935,A,1935A,EPG-19-RED GLOBE,33A,33,EPG-19-RED_GLOBE::33,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_65.jpg,RED GLOBE,ROJA,271.0,REDONDA,31.0,31.0,18.0,25.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2.0,0,0.0,0,3.0,0,5.0,0,9.0,0,5.0,0,6.0,0,,0,0.0,0,0.0,0,,0,,0,,0,
1935,B,1935B,EPG-19-RED GLOBE,33B,33,EPG-19-RED_GLOBE::33,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_66.jpg,RED GLOBE,ROJA,271.0,REDONDA,31.0,31.0,18.0,25.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,2.0,0,0.0,0,3.0,0,5.0,0,9.0,0,5.0,0,6.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1936,A,1936A,EPG-19-RED GLOBE,34A,34,EPG-19-RED_GLOBE::34,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_67.jpg,RED GLOBE,ROJA,292.0,REDONDA,38.0,38.0,19.0,24.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,2.0,0,7.0,0,11.0,0,11.0,0,6.0,0,1.0,0,,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1936,B,1936B,EPG-19-RED GLOBE,34B,34,EPG-19-RED_GLOBE::34,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_68.jpg,RED GLOBE,ROJA,292.0,REDONDA,38.0,38.0,19.0,24.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,0,7.0,0,11.0,0,11.0,0,6.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1937,A,1937A,EPG-19-RED GLOBE,35A,35,EPG-19-RED_GLOBE::35,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_69.jpg,RED GLOBE,ROJA,298.0,REDONDA,39.0,39.0,20.0,24.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,7.0,0,13.0,0,16.0,0,2.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1937,B,1937B,EPG-19-RED GLOBE,35B,35,EPG-19-RED_GLOBE::35,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_70.jpg,RED GLOBE,ROJA,298.0,REDONDA,39.0,39.0,20.0,24.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,0,13.0,0,16.0,0,2.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,
1938,A,1938A,EPG-19-RED GLOBE,36A,36,EPG-19-RED_GLOBE::36,all_out_v2/EPG-19-RED_GLOBE_IMAGEN_71.jpg,RED GLOBE,ROJA,288.0,REDONDA,31.0,31.0,18.0,26.0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,1.0,0,1.0,0,3.0,0,7.0,0,10.0,0,5.0,0,1.0,0,2.0,0,0.0,0,0.0,0,,0,,0,,0,
